# Option 7. Preprocessing description: encoding only, imputing, no cutoff, drop high corr
age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,y 
49,1.0,1.0,0.0,0,0,0,0,5,2,1,-1,0,0,93.994,-36.4,4.857,0
29,0.0,2.0,6.0,0,0,0,1,8,1,7,-1,0,0,93.444,-36.1,4.965,0
29,0.0,2.0,6.0,0,0,0,1,8,4,2,-1,0,0,93.444,-36.1,4.963,0
46,1.0,1.0,2.0,0,0,0,1,7,5,1,-1,0,0,93.918,-42.7,4.959,0
44,4.0,2.0,6.0,0,0,0,1,11,2,1,-1,0,0,93.2,-42.0,4.153,0
46,1.0,1.0,0.0,0,0,0,1,5,1,3,-1,0,0,92.893,-46.2,1.299,0
39,6.0,1.0,3.0,0,1,0,0,5,4,5,-1,0,0,93.994,-36.4,4.855,0
33,0.0,1.0,6.0,0,0,0,1,4,4,1,-1,0,0,93.075,-47.1,1.365,0
60,4.0,2.0,6.0,0,1,1,1,3,3,1,-1,0,0,92.843,-50.0,1.602,1
46,2.0,1.0,6.0,0,0,0,0,6,5,6,-1,0,0,94.465,-41.8,4.959,0
43,7.0,1.0,0.0,0,0,0,1,11,1,1,-1,1,-1,93.2,-42.0,4.191,0
53,0.0,1.0,6.0,0,1,0,0,5,2,1,-1,0,0,93.994,-36.4,4.856,0
38,9.0,1.0,6.0,0,1,0,1,8,2,1,-1,0,0,93.444,-36.1,4.965,0
42,0.0,1.0,6.0,0,1,0,1,8,2,3,-1,0,0,93.444,-36.1,4.965,0
29,1.0,2.0,1.0,0,0,0,0,5,4,3,-1,0,0,93.994,-36.4,4.855,0
37,9.0,1.0,5.0,0,1,0,1,11,2,2,-1,0,0,93.2,-42.0,4.153,0
55,9.0,1.0,1.0,0,1,0,0,5,3,4,-1,0,0,93.994,-36.4,4.858,0
34,0.0,1.0,6.0,0,1,1,1,8,1,3,-1,0,0,93.444,-36.1,4.963,0
39,0.0,1.0,3.0,0,0,0,1,7,1,2,-1,0,0,93.918,-42.7,4.962,0
60,4.0,1.0,6.0,0,0,0,0,5,5,1,-1,0,0,93.994,-36.4,4.855,0
40,1.0,1.0,2.0,0,0,1,0,5,1,1,-1,0,0,93.994,-36.4,4.857,0
37,9.0,2.0,5.0,0,0,0,0,6,4,3,-1,0,0,94.465,-41.8,4.961,0
45,7.0,0.0,3.0,0,0,0,0,5,5,8,-1,0,0,93.994,-36.4,4.864,0
32,9.0,2.0,6.0,0,1,0,1,8,4,1,-1,0,0,93.444,-36.1,4.963,0
28,0.0,2.0,6.0,0,1,0,1,7,3,2,-1,0,0,93.918,-42.7,4.963,0
49,7.0,0.0,3.0,0,1,0,1,7,2,1,-1,0,0,93.918,-42.7,4.962,0
47,0.0,1.0,6.0,0,1,0,1,7,1,8,-1,0,0,93.918,-42.7,4.962,0
37,0.0,1.0,6.0,0,1,0,1,8,4,1,-1,0,0,93.444,-36.1,4.968,0
34,0.0,2.0,5.0,0,0,0,0,4,4,1,-1,0,0,93.075,-47.1,1.365,0
50,1.0,1.0,2.0,0,1,0,1,6,4,1,-1,0,0,92.963,-40.8,1.26,0
47,7.0,0.0,3.0,0,0,0,0,5,1,1,-1,0,0,93.994,-36.4,4.858,0
38,9.0,1.0,5.0,0,1,1,0,5,5,4,-1,0,0,93.994,-36.4,4.857,0
45,7.0,1.0,3.0,0,1,0,0,5,3,2,-1,0,0,93.994,-36.4,4.856,0
56,0.0,1.0,6.0,0,0,0,1,7,5,1,-1,0,0,93.918,-42.7,4.962,0
34,9.0,2.0,5.0,0,0,0,0,11,1,1,-1,0,0,93.2,-42.0,4.191,0
36,4.0,1.0,6.0,0,0,0,1,5,5,1,-1,0,0,92.893,-46.2,1.25,0
30,9.0,2.0,6.0,0,1,0,0,4,3,8,-1,0,0,93.075,-47.1,1.372,0
22,8.0,2.0,3.0,0,0,0,1,11,3,1,-1,0,0,92.649,-30.1,0.716,0
55,0.0,1.0,3.0,0,1,0,0,5,3,1,-1,0,0,93.994,-36.4,4.858,0
29,1.0,2.0,2.0,0,1,0,1,5,5,1,-1,1,-1,92.893,-46.2,1.25,0
28,0.0,1.0,6.0,0,0,0,0,6,3,1,-1,0,0,94.465,-41.8,4.959,0
72,5.0,1.0,5.0,0,1,0,0,11,3,2,-1,0,0,92.649,-30.1,0.715,0
25,1.0,1.0,2.0,0,0,0,0,5,3,2,-1,0,0,93.994,-36.4,4.857,0
25,9.0,2.0,5.0,0,1,1,1,4,4,1,-1,1,-1,93.075,-47.1,1.365,0
31,1.0,1.0,1.0,0,1,0,0,6,5,12,-1,0,0,94.465,-41.8,4.959,0
56,1.0,1.0,2.0,0,0,0,0,5,3,3,-1,0,0,93.994,-36.4,4.857,0
29,1.0,1.0,1.0,0,0,0,0,6,1,3,-1,0,0,94.465,-41.8,4.947,0
31,7.0,1.0,3.0,0,0,0,1,11,3,1,-1,1,-1,93.2,-42.0,4.12,0
39,7.0,1.0,3.0,0,0,0,0,5,3,1,-1,0,0,93.994,-36.4,4.856,0
32,0.0,2.0,6.0,0,1,0,1,8,5,1,-1,0,0,93.444,-36.1,4.964,0
28,1.0,1.0,1.0,0,1,0,0,5,2,2,-1,0,0,93.994,-36.4,4.857,0
60,5.0,1.0,3.0,0,0,0,0,7,1,7,-1,0,0,93.918,-42.7,4.96,0
38,1.0,1.0,3.0,0,1,0,1,5,1,1,-1,0,0,92.893,-46.2,1.299,0
38,4.0,1.0,5.0,0,0,0,1,11,4,1,-1,0,0,93.2,-42.0,4.076,0
32,1.0,1.0,2.0,0,0,0,0,5,1,2,-1,0,0,93.994,-36.4,4.857,0
61,5.0,1.0,2.0,0,1,0,0,8,5,2,-1,0,0,92.201,-31.4,0.869,0
33,9.0,1.0,5.0,0,1,0,0,7,1,17,-1,0,0,93.918,-42.7,4.96,0
25,0.0,2.0,6.0,0,1,0,1,5,5,2,-1,0,0,92.893,-46.2,1.313,0
47,1.0,1.0,2.0,0,1,0,0,5,1,2,-1,0,0,93.994,-36.4,4.857,0
31,1.0,2.0,3.0,0,1,1,1,7,3,1,-1,0,0,93.918,-42.7,4.963,0
35,9.0,0.0,5.0,0,0,1,0,5,5,3,-1,0,0,93.994,-36.4,4.855,0
38,9.0,0.0,5.0,0,1,0,1,8,5,1,-1,0,0,93.444,-36.1,4.963,0
33,0.0,2.0,5.0,0,0,0,0,5,2,3,-1,0,0,93.994,-36.4,4.856,0
25,4.0,2.0,6.0,0,0,0,1,7,2,3,-1,0,0,93.918,-42.7,4.961,0
44,7.0,0.0,3.0,0,0,0,1,5,1,4,-1,0,0,92.893,-46.2,1.244,1
48,1.0,1.0,2.0,0,1,0,1,7,2,5,-1,0,0,93.918,-42.7,4.961,0
51,1.0,0.0,2.0,0,0,0,1,5,3,5,-1,1,-1,92.893,-46.2,1.281,0
41,1.0,1.0,2.0,0,0,0,0,6,5,2,-1,0,0,94.465,-41.8,4.959,0
43,1.0,1.0,1.0,0,0,0,1,7,2,2,-1,0,0,93.918,-42.7,4.961,0
32,9.0,1.0,6.0,0,0,0,1,9,1,2,-1,0,0,94.199,-37.5,0.879,0
30,0.0,2.0,3.0,0,1,1,0,5,2,1,-1,0,0,93.994,-36.4,4.856,0
45,9.0,0.0,5.0,0,0,0,0,5,4,7,-1,0,0,93.994,-36.4,4.86,0
33,0.0,1.0,3.0,0,1,0,1,5,3,2,-1,1,-1,92.893,-46.2,1.334,0
42,9.0,1.0,6.0,0,0,0,1,8,4,1,-1,0,0,93.444,-36.1,4.963,0
51,1.0,1.0,0.0,0,1,0,0,5,3,7,-1,0,0,93.994,-36.4,4.856,0
32,1.0,1.0,2.0,0,0,0,1,5,1,2,-1,0,0,92.893,-46.2,1.299,0
40,4.0,1.0,6.0,0,1,0,1,4,1,2,-1,1,-1,93.075,-47.1,1.405,0
46,1.0,2.0,1.0,0,0,1,1,7,1,3,-1,0,0,93.918,-42.7,4.962,0
37,4.0,1.0,6.0,0,1,0,0,5,5,1,-1,0,0,93.994,-36.4,4.859,0
35,1.0,2.0,3.0,0,1,0,1,5,1,5,-1,0,0,92.893,-46.2,1.244,0
42,7.0,1.0,3.0,0,0,0,0,5,3,2,-1,0,0,93.994,-36.4,4.856,0
31,1.0,1.0,3.0,0,1,1,1,5,2,4,-1,0,0,92.893,-46.2,1.291,0
33,1.0,1.0,2.0,0,1,1,1,5,1,1,-1,0,0,92.893,-46.2,1.264,0
56,2.0,1.0,6.0,0,1,0,0,5,4,3,-1,0,0,93.994,-36.4,4.855,0
47,7.0,1.0,3.0,0,1,0,1,11,3,1,-1,0,0,93.2,-42.0,4.12,0
27,2.0,2.0,6.0,0,0,0,0,6,5,5,-1,0,0,94.465,-41.8,4.959,0
56,7.0,1.0,3.0,0,0,0,1,11,1,1,-1,0,0,93.2,-42.0,4.191,0
33,0.0,2.0,6.0,0,1,0,1,8,2,3,-1,0,0,93.444,-36.1,4.963,0
59,9.0,0.0,5.0,0,1,0,1,8,5,5,-1,0,0,93.444,-36.1,4.964,0
36,8.0,2.0,3.0,0,1,0,1,5,1,2,-1,0,0,92.893,-46.2,1.244,0
32,0.0,1.0,6.0,0,1,0,1,4,4,1,-1,1,-1,93.075,-47.1,1.41,0
39,0.0,1.0,6.0,0,0,0,1,9,1,2,-1,0,0,92.379,-29.8,0.797,0
29,0.0,0.0,6.0,0,1,0,1,5,4,2,-1,1,-1,92.893,-46.2,1.266,0
31,9.0,1.0,3.0,0,0,0,0,5,2,3,-1,0,0,92.893,-46.2,1.291,0
27,9.0,2.0,6.0,0,1,0,1,7,3,2,-1,0,0,93.918,-42.7,4.962,0
42,0.0,1.0,6.0,0,0,0,1,11,5,3,-1,0,0,93.2,-42.0,4.021,0
32,0.0,1.0,6.0,0,0,0,1,5,4,2,-1,0,0,92.893,-46.2,1.266,0
52,9.0,0.0,6.0,0,0,0,1,8,2,1,-1,0,0,93.444,-36.1,4.968,0
47,7.0,1.0,3.0,0,0,0,1,11,2,2,-1,0,0,93.2,-42.0,4.153,0
44,1.0,1.0,2.0,0,0,0,0,5,1,1,-1,0,0,93.994,-36.4,4.857,0
46,1.0,1.0,0.0,0,0,0,0,5,4,1,-1,0,0,93.994,-36.4,4.855,0
35,1.0,1.0,5.0,0,0,0,1,4,5,2,-1,1,-1,93.075,-47.1,1.405,0
42,0.0,0.0,6.0,0,0,0,0,5,3,1,-1,0,0,93.994,-36.4,4.856,0
27,0.0,2.0,3.0,0,1,1,1,5,3,4,-1,0,0,92.893,-46.2,1.281,0
33,9.0,1.0,5.0,0,0,0,1,8,4,1,-1,0,0,93.444,-36.1,4.963,0
32,0.0,2.0,6.0,0,0,0,1,11,2,2,-1,0,0,93.2,-42.0,4.153,0
40,9.0,1.0,5.0,0,1,0,1,11,2,1,-1,0,0,93.2,-42.0,4.153,0
28,0.0,2.0,6.0,0,0,0,1,6,1,1,-1,1,-1,92.963,-40.8,1.266,1
37,9.0,0.0,5.0,0,1,0,1,7,1,5,-1,0,0,93.918,-42.7,4.96,1
36,1.0,2.0,3.0,0,1,0,0,6,1,2,-1,0,0,94.465,-41.8,4.961,0
43,7.0,0.0,3.0,0,0,0,1,11,4,1,-1,0,0,93.2,-42.0,4.076,0
56,9.0,1.0,5.0,0,0,0,1,11,5,5,-1,0,0,93.2,-42.0,4.021,0
33,6.0,1.0,6.0,0,0,0,1,8,1,3,-1,0,0,93.444,-36.1,4.965,0
38,1.0,0.0,0.0,0,0,0,1,11,4,2,-1,0,0,93.2,-42.0,4.076,0
34,1.0,2.0,1.0,0,1,0,1,5,1,1,-1,0,0,92.893,-46.2,1.299,0
29,0.0,1.0,6.0,0,1,1,0,7,4,1,-1,0,0,93.918,-42.7,4.963,0
57,6.0,1.0,6.0,0,0,1,1,7,4,2,-1,0,0,93.918,-42.7,4.962,1
48,0.0,1.0,6.0,0,0,0,0,5,1,2,-1,0,0,93.994,-36.4,4.857,0
30,7.0,1.0,3.0,0,1,0,0,5,2,1,-1,0,0,93.994,-36.4,4.857,0
51,3.0,1.0,0.0,0,0,0,1,10,2,2,-1,2,-1,94.601,-49.5,0.982,0
45,0.0,1.0,6.0,0,0,0,1,9,1,1,-1,0,0,92.379,-29.8,0.797,0
40,1.0,1.0,0.0,0,0,0,1,5,4,1,-1,0,0,92.893,-46.2,1.266,0
48,9.0,2.0,5.0,0,1,0,1,5,3,2,-1,0,0,92.893,-46.2,1.334,0
39,0.0,1.0,2.0,0,1,0,0,5,3,6,-1,0,0,92.893,-46.2,1.281,0
46,2.0,1.0,0.0,0,0,0,0,5,4,2,-1,0,0,93.994,-36.4,4.855,0
18,8.0,2.0,2.0,0,0,0,1,12,4,2,-1,0,0,92.713,-33.0,0.712,1
57,1.0,1.0,0.0,0,1,0,1,7,4,1,-1,0,0,93.918,-42.7,4.962,0
34,4.0,2.0,6.0,0,0,1,1,5,3,5,-1,0,0,92.893,-46.2,1.281,0
41,0.0,0.0,3.0,0,0,0,1,4,5,1,-1,0,0,93.075,-47.1,1.405,0
31,1.0,1.0,2.0,0,0,0,1,5,2,2,-1,0,0,92.893,-46.2,1.291,0
44,1.0,1.0,2.0,0,0,0,1,8,2,1,-1,0,0,93.444,-36.1,4.963,0
43,2.0,1.0,2.0,0,1,0,0,5,5,2,-1,0,0,93.994,-36.4,4.857,0
88,5.0,0.0,0.0,0,0,0,1,3,3,2,-1,0,0,92.843,-50.0,1.663,1
60,4.0,1.0,6.0,0,0,0,0,5,5,3,-1,0,0,93.994,-36.4,4.855,0
44,0.0,1.0,3.0,0,1,0,0,5,5,2,-1,0,0,93.994,-36.4,4.855,0
44,7.0,1.0,3.0,0,1,0,0,5,4,1,-1,0,0,93.994,-36.4,4.86,0
37,4.0,0.0,6.0,0,0,0,1,11,3,1,-1,1,-1,93.2,-42.0,4.12,0
35,2.0,1.0,3.0,0,0,0,0,5,3,2,-1,0,0,93.994,-36.4,4.857,0
54,4.0,0.0,6.0,0,1,0,1,11,3,1,-1,1,-1,93.2,-42.0,4.12,0
29,9.0,2.0,5.0,0,1,1,1,8,3,3,-1,0,0,93.444,-36.1,4.964,0
51,7.0,0.0,1.0,0,0,1,1,5,4,1,-1,1,-1,92.893,-46.2,1.327,0
53,0.0,1.0,3.0,0,0,0,1,7,2,1,-1,1,-1,92.469,-33.6,1.044,1
38,0.0,2.0,3.0,0,0,1,0,7,2,2,-1,0,0,93.918,-42.7,4.961,0
39,0.0,0.0,3.0,0,1,1,1,7,2,9,-1,0,0,93.918,-42.7,4.961,0
42,0.0,1.0,6.0,0,1,0,1,8,2,2,-1,0,0,93.444,-36.1,4.968,1
81,5.0,0.0,0.0,0,1,0,1,10,4,2,3,2,1,94.601,-49.5,0.987,0
50,1.0,1.0,0.0,0,1,0,1,8,2,1,-1,0,0,93.444,-36.1,4.965,0
44,10.0,1.0,5.0,0,0,0,1,8,4,2,-1,0,0,93.444,-36.1,4.968,0
30,0.0,2.0,6.0,0,0,0,0,6,4,4,-1,0,0,94.465,-41.8,4.955,0
36,1.0,1.0,2.0,0,1,0,1,5,3,2,-1,1,-1,92.893,-46.2,1.334,0
32,0.0,2.0,6.0,0,0,1,1,7,4,8,-1,0,0,93.918,-42.7,4.968,0
42,3.0,2.0,0.0,0,1,0,0,5,2,7,-1,0,0,93.994,-36.4,4.857,0
54,0.0,1.0,3.0,0,0,0,1,5,4,2,-1,0,0,92.893,-46.2,1.327,0
52,0.0,1.0,3.0,0,0,0,1,7,5,1,-1,0,0,93.918,-42.7,4.962,0
37,9.0,2.0,6.0,0,1,0,1,5,2,3,-1,0,0,92.893,-46.2,1.291,0
39,4.0,2.0,3.0,0,1,0,1,11,2,3,-1,0,0,93.2,-42.0,4.153,0
39,7.0,1.0,2.0,0,0,0,0,6,5,2,-1,0,0,94.465,-41.8,4.947,0
47,4.0,1.0,6.0,0,1,0,1,8,2,8,-1,0,0,93.444,-36.1,4.965,0
38,9.0,0.0,5.0,0,1,0,1,8,2,2,-1,0,0,93.444,-36.1,4.966,0
32,0.0,2.0,6.0,0,1,0,1,6,1,1,-1,0,0,92.963,-40.8,1.266,1
32,0.0,1.0,6.0,0,0,0,1,11,2,2,-1,0,0,93.2,-42.0,4.153,0
56,1.0,1.0,0.0,0,0,0,0,6,3,2,-1,0,0,94.465,-41.8,4.959,0
36,9.0,2.0,5.0,0,1,0,0,11,2,1,-1,0,0,93.2,-42.0,4.153,0
42,1.0,1.0,3.0,0,1,0,0,6,2,2,-1,0,0,94.465,-41.8,4.864,0
47,0.0,1.0,3.0,0,1,0,1,8,5,1,-1,0,0,93.444,-36.1,4.966,0
35,0.0,2.0,6.0,0,0,1,0,8,5,1,-1,0,0,93.444,-36.1,4.966,0
53,4.0,1.0,6.0,0,1,0,1,11,2,2,-1,0,0,93.2,-42.0,4.153,0
25,1.0,2.0,5.0,0,0,0,0,6,4,1,-1,0,0,94.465,-41.8,4.961,0
31,2.0,1.0,3.0,0,1,0,0,6,4,2,-1,0,0,94.465,-41.8,4.958,0
37,9.0,1.0,5.0,0,0,0,1,8,2,1,-1,0,0,93.444,-36.1,4.963,0
29,0.0,1.0,6.0,0,1,1,0,4,4,3,-1,0,0,93.075,-47.1,1.41,0
32,1.0,1.0,1.0,0,0,0,1,11,4,4,-1,0,0,93.2,-42.0,4.076,0
54,1.0,1.0,2.0,0,1,0,1,5,3,1,-1,0,0,92.893,-46.2,1.334,0
37,9.0,2.0,2.0,0,0,1,0,5,2,1,-1,0,0,93.994,-36.4,4.856,0
70,5.0,1.0,5.0,0,0,0,1,10,4,1,6,3,1,94.601,-49.5,0.987,1
24,8.0,2.0,3.0,0,1,0,1,5,4,2,-1,0,0,92.893,-46.2,1.27,0
54,1.0,2.0,0.0,0,0,0,0,5,4,3,-1,0,0,93.994,-36.4,4.86,0
58,5.0,0.0,3.0,0,1,0,1,10,4,4,-1,0,0,92.431,-26.9,0.722,0
29,7.0,0.0,3.0,0,0,1,0,6,1,3,-1,0,0,94.465,-41.8,4.865,0
59,1.0,1.0,2.0,0,1,1,1,5,2,1,-1,0,0,92.893,-46.2,1.291,0
51,4.0,1.0,6.0,0,1,0,1,11,5,3,-1,0,0,93.2,-42.0,4.021,0
53,4.0,1.0,6.0,0,1,0,1,7,5,5,-1,0,0,93.918,-42.7,4.962,0
26,0.0,1.0,3.0,0,0,0,1,7,1,4,-1,0,0,93.918,-42.7,4.96,0
28,0.0,2.0,6.0,0,1,0,1,7,4,10,-1,0,0,93.918,-42.7,4.968,0
33,1.0,0.0,0.0,0,1,0,1,8,2,1,-1,0,0,92.201,-31.4,0.859,1
51,9.0,1.0,5.0,0,0,0,1,11,5,2,-1,1,-1,93.2,-42.0,4.021,0
50,7.0,2.0,0.0,0,1,0,0,5,2,9,-1,0,0,93.994,-36.4,4.857,0
46,1.0,1.0,0.0,0,0,0,0,5,3,1,-1,0,0,93.994,-36.4,4.859,0
50,2.0,1.0,2.0,0,1,1,0,5,3,1,-1,0,0,93.994,-36.4,4.856,0
57,5.0,1.0,0.0,0,0,0,1,8,5,6,-1,0,0,93.444,-36.1,4.966,0
48,0.0,1.0,6.0,0,1,0,0,5,1,2,-1,0,0,93.994,-36.4,4.858,0
58,5.0,0.0,6.0,0,1,0,1,4,3,2,-1,0,0,93.075,-47.1,1.415,1
76,5.0,1.0,0.0,0,1,0,1,8,4,1,-1,0,0,92.201,-31.4,0.883,1
28,9.0,2.0,3.0,0,1,1,1,4,4,4,-1,1,-1,93.075,-47.1,1.41,0
27,0.0,1.0,3.0,0,1,0,1,5,5,2,-1,0,0,92.893,-46.2,1.259,0
37,1.0,2.0,5.0,0,1,0,1,4,1,5,-1,1,-1,93.075,-47.1,1.405,0
51,3.0,1.0,0.0,0,1,0,1,8,5,1,-1,0,0,92.201,-31.4,0.881,0
50,3.0,1.0,0.0,0,1,0,1,7,5,9,-1,0,0,93.918,-42.7,4.962,0
29,0.0,2.0,3.0,0,1,0,1,8,4,3,-1,0,0,93.444,-36.1,4.963,1
27,7.0,2.0,3.0,0,1,0,1,5,4,1,-1,1,-1,92.893,-46.2,1.266,0
39,1.0,1.0,1.0,0,0,0,0,5,3,1,-1,0,0,93.994,-36.4,4.856,0
58,1.0,1.0,2.0,0,1,0,1,7,4,4,-1,0,0,93.918,-42.7,4.962,0
40,0.0,2.0,3.0,0,1,0,1,8,2,2,-1,0,0,93.444,-36.1,4.965,0
51,1.0,1.0,1.0,0,1,0,1,5,2,1,-1,1,-1,92.893,-46.2,1.291,0
36,9.0,2.0,5.0,0,1,0,1,5,1,2,-1,0,0,92.893,-46.2,1.299,0
49,4.0,0.0,6.0,0,1,1,1,8,2,1,-1,0,0,92.201,-31.4,0.883,0
56,5.0,1.0,6.0,0,0,0,1,5,3,2,-1,0,0,92.893,-46.2,1.27,1
56,1.0,1.0,0.0,0,0,0,0,6,5,5,-1,0,0,94.465,-41.8,4.959,0
39,1.0,1.0,2.0,0,1,0,1,4,5,1,-1,0,0,93.075,-47.1,1.405,0
55,10.0,1.0,6.0,0,1,1,1,9,3,1,-1,0,0,92.379,-29.8,0.753,0
34,6.0,2.0,6.0,0,0,0,1,5,3,2,-1,1,-1,92.893,-46.2,1.281,0
31,10.0,2.0,6.0,0,1,0,1,8,2,2,-1,0,0,93.444,-36.1,4.966,0
43,3.0,1.0,0.0,0,1,0,0,5,2,4,-1,0,0,93.994,-36.4,4.856,0
45,1.0,1.0,2.0,0,1,0,1,11,3,2,-1,0,0,93.2,-42.0,4.12,0
26,6.0,2.0,5.0,0,1,0,1,7,4,1,-1,0,0,93.918,-42.7,4.963,0
26,4.0,2.0,6.0,0,1,0,1,7,2,1,-1,0,0,93.918,-42.7,4.962,0
32,7.0,2.0,2.0,0,0,0,1,7,3,1,-1,0,0,93.918,-42.7,4.963,0
38,9.0,2.0,5.0,0,1,0,0,5,3,2,-1,0,0,93.994,-36.4,4.859,0
27,0.0,2.0,3.0,0,0,0,0,4,4,3,-1,0,0,93.075,-47.1,1.41,0
39,9.0,1.0,5.0,0,0,0,1,5,4,8,-1,0,0,92.893,-46.2,1.327,0
42,3.0,1.0,0.0,0,1,0,0,7,1,3,-1,0,0,93.918,-42.7,4.962,0
25,9.0,2.0,6.0,0,1,0,1,5,1,2,-1,0,0,92.893,-46.2,1.354,0
29,9.0,2.0,6.0,0,1,0,1,6,3,1,-1,0,0,92.963,-40.8,1.26,0
37,1.0,1.0,2.0,0,1,1,1,5,4,1,-1,0,0,92.893,-46.2,1.327,0
41,1.0,2.0,1.0,0,1,0,1,5,5,1,-1,1,-1,92.893,-46.2,1.313,0
32,0.0,2.0,3.0,0,0,0,0,5,1,2,-1,0,0,93.994,-36.4,4.857,0
33,9.0,1.0,5.0,0,1,0,0,5,3,1,-1,0,0,93.994,-36.4,4.858,0
31,9.0,1.0,6.0,0,0,0,1,8,4,2,-1,0,0,93.444,-36.1,4.964,0
41,1.0,1.0,2.0,0,1,0,0,6,5,3,-1,0,0,94.465,-41.8,4.967,0
57,1.0,1.0,2.0,0,1,0,0,5,4,1,-1,0,0,93.994,-36.4,4.86,0
45,1.0,1.0,2.0,0,1,0,1,11,5,1,-1,1,-1,93.2,-42.0,4.021,0
35,9.0,0.0,3.0,0,1,0,0,8,5,1,-1,0,0,93.444,-36.1,4.963,0
42,0.0,2.0,6.0,0,0,0,0,5,1,1,-1,0,0,93.994,-36.4,4.857,0
52,1.0,1.0,2.0,0,1,0,1,8,4,1,-1,0,0,93.444,-36.1,4.968,0
55,0.0,1.0,5.0,0,1,1,0,11,2,2,-1,0,0,93.2,-42.0,4.153,1
31,0.0,2.0,6.0,0,0,0,1,11,4,1,-1,0,0,93.2,-42.0,4.076,0
27,1.0,2.0,1.0,0,1,0,0,5,1,1,-1,0,0,93.994,-36.4,4.857,0
33,1.0,1.0,2.0,0,0,0,0,6,5,1,-1,0,0,94.465,-41.8,4.967,0
38,7.0,1.0,3.0,0,1,0,0,5,1,3,-1,0,0,93.994,-36.4,4.858,1
34,1.0,1.0,2.0,0,1,0,1,7,3,3,-1,0,0,93.918,-42.7,4.963,0
42,1.0,1.0,2.0,0,1,0,1,7,4,2,-1,0,0,93.918,-42.7,4.968,0
30,9.0,1.0,5.0,0,0,0,0,6,5,1,-1,0,0,94.465,-41.8,4.959,0
32,10.0,1.0,3.0,0,1,0,1,7,1,3,-1,0,0,93.918,-42.7,4.962,0
34,1.0,1.0,0.0,0,1,0,1,7,4,1,-1,0,0,93.918,-42.7,4.958,0
37,0.0,1.0,6.0,0,0,0,1,8,3,2,-1,0,0,93.444,-36.1,4.964,0
37,1.0,2.0,0.0,0,1,1,1,7,3,1,-1,0,0,93.918,-42.7,4.962,0
53,0.0,1.0,6.0,0,1,0,0,5,4,1,-1,0,0,93.994,-36.4,4.86,0
32,7.0,1.0,3.0,0,1,0,0,5,1,2,-1,0,0,93.994,-36.4,4.857,0
31,0.0,2.0,6.0,0,1,0,0,5,5,3,-1,0,0,93.994,-36.4,4.857,0
40,1.0,1.0,1.0,0,1,0,1,5,5,4,-1,0,0,92.893,-46.2,1.313,0
35,9.0,1.0,5.0,0,1,0,1,8,1,5,-1,0,0,93.444,-36.1,4.963,0
28,0.0,2.0,6.0,0,1,0,1,5,5,4,-1,1,-1,92.893,-46.2,1.25,0
46,9.0,1.0,5.0,0,0,0,1,8,4,3,-1,0,0,93.444,-36.1,4.968,0
53,9.0,0.0,5.0,0,0,0,0,5,5,2,-1,0,0,93.994,-36.4,4.857,0
33,0.0,2.0,6.0,0,0,0,1,8,5,14,-1,0,0,93.444,-36.1,4.963,0
24,6.0,2.0,5.0,0,1,0,1,7,1,3,-1,0,0,93.918,-42.7,4.962,0
38,1.0,2.0,3.0,0,1,0,1,5,5,3,-1,1,-1,92.893,-46.2,1.313,0
59,3.0,1.0,1.0,0,1,0,0,5,3,1,-1,0,0,93.994,-36.4,4.856,0
38,3.0,1.0,2.0,0,0,0,0,5,5,1,-1,0,0,93.994,-36.4,4.859,0
50,1.0,0.0,2.0,0,0,0,0,7,3,3,-1,0,0,93.918,-42.7,4.956,0
57,7.0,0.0,0.0,0,0,0,1,5,4,6,-1,0,0,92.893,-46.2,1.266,0
56,1.0,1.0,2.0,0,1,0,1,7,2,1,-1,0,0,93.918,-42.7,4.961,0
41,1.0,2.0,1.0,0,0,0,1,5,5,2,-1,1,-1,92.893,-46.2,1.313,0
37,0.0,2.0,6.0,0,1,0,1,10,5,2,-1,0,0,92.431,-26.9,0.72,0
38,0.0,2.0,5.0,0,0,0,0,5,1,1,-1,0,0,93.994,-36.4,4.857,0
33,1.0,2.0,3.0,0,0,0,0,5,5,5,-1,0,0,93.994,-36.4,4.855,0
52,9.0,1.0,5.0,0,1,0,1,7,4,2,-1,0,0,93.918,-42.7,4.958,0
32,1.0,1.0,5.0,0,1,0,1,5,1,1,-1,0,0,92.893,-46.2,1.244,0
36,7.0,0.0,6.0,0,0,0,0,5,1,3,-1,0,0,93.994,-36.4,4.858,0
35,1.0,1.0,0.0,0,1,0,0,6,2,2,-1,0,0,94.465,-41.8,4.864,0
45,9.0,2.0,5.0,0,0,0,0,5,2,2,-1,0,0,93.994,-36.4,4.856,0
31,1.0,0.0,1.0,0,0,0,0,5,2,1,-1,0,0,93.994,-36.4,4.857,0
32,0.0,2.0,6.0,0,1,0,0,5,5,1,-1,0,0,93.994,-36.4,4.855,0
54,1.0,1.0,0.0,0,0,1,1,8,4,3,-1,0,0,93.444,-36.1,4.964,0
48,0.0,1.0,3.0,0,1,0,1,8,3,2,-1,0,0,93.444,-36.1,4.967,0
31,9.0,2.0,5.0,0,1,0,1,10,4,2,-1,0,0,94.601,-49.5,1.025,1
50,0.0,1.0,6.0,0,1,0,1,11,1,1,7,1,1,92.649,-30.1,0.722,0
