age,marital,housing,loan,contact,month,day_of_week,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job_admin.,job_blue-collar,job_management,job_other,job_services,job_technician,education_basic.9y,education_high.school,education_other,education_professional.course,education_university.degree
25,1,1,1,0,7,3,42.0,1,0,1.4,93.918,-42.7,4.963,5228.1,1,0,0,0,0,1,0,0,1,0,0,0
23,1,1,0,0,7,2,211.0,1,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
39,0,1,0,1,6,5,50.0,3,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
53,0,1,0,1,7,2,307.0,2,0,1.4,93.918,-42.7,4.955,5228.1,0,0,0,0,0,1,0,1,0,0,0,0
34,0,0,0,0,7,4,61.0,1,0,1.4,93.918,-42.7,4.968,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
38,1,0,0,0,8,2,104.0,6,0,1.4,93.444,-36.1,4.966,5228.1,0,0,0,0,0,0,1,0,1,0,0,0
58,0,1,0,0,5,1,144.0,1,0,-1.8,92.893,-46.2,1.264,5099.1,0,0,0,0,1,0,0,0,0,1,0,0
36,0,0,0,0,11,3,187.0,1,1,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,0,1,0,1,0,0,0
35,1,0,1,1,6,3,328.0,1,0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
45,0,0,0,0,8,2,234.0,3,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,1,0,0,1,0,0,0,0
45,0,0,0,0,5,4,43.0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
44,0,0,0,0,11,4,62.0,1,0,-0.1,93.2,-42.0,4.076,5195.8,0,0,1,0,0,0,0,0,0,1,0,0
43,0,0,0,1,5,4,263.0,2,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
39,0,0,0,0,8,4,179.0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,1,0,0,0,0,1,0,0
26,1,0,0,1,5,4,7.0,7,0,1.1,93.994,-36.4,4.86,5191.0,0,0,0,0,1,0,0,0,0,0,1,0
35,0,0,0,1,5,3,39.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
48,0,0,0,0,4,4,327.0,2,0,-1.8,93.075,-47.1,1.365,5099.1,1,0,0,0,1,0,0,0,0,0,0,1
39,0,0,0,1,5,2,15.0,10,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,1,0,0,0,0,0,0,0,1
32,2,0,0,1,5,3,396.0,4,0,1.1,93.994,-36.4,4.856,5191.0,0,0,0,1,0,0,0,0,0,1,0,0
32,1,1,0,0,7,5,212.0,2,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
31,1,1,1,0,8,5,27.0,7,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
35,1,1,0,0,7,4,149.0,1,0,1.4,93.918,-42.7,4.968,5228.1,0,0,0,0,0,0,1,0,1,0,0,0
44,0,1,0,1,5,5,124.0,2,0,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,0,0,0,1
32,1,0,0,0,5,3,329.0,1,0,-1.8,92.893,-46.2,1.27,5099.1,1,0,1,0,0,0,0,0,1,0,0,0
32,1,0,0,0,7,1,79.0,2,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
31,1,1,0,0,4,4,87.0,1,0,-1.8,93.075,-47.1,1.435,5099.1,0,1,0,0,0,0,0,0,0,0,0,1
34,0,1,1,0,7,1,151.0,7,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
40,0,0,0,1,6,4,85.0,2,0,1.4,94.465,-41.8,4.866,5228.1,0,0,0,0,1,0,0,0,0,1,0,0
37,0,1,0,1,6,5,262.0,2,0,1.4,94.465,-41.8,4.967,5228.1,0,0,0,0,1,0,0,0,0,0,0,1
52,0,0,0,1,5,1,160.0,11,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,0,1,0,0,0,1,0
46,1,0,0,1,6,2,193.0,1,0,1.4,94.465,-41.8,4.864,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
48,2,0,0,0,5,4,33.0,6,0,-1.8,92.893,-46.2,1.266,5099.1,0,0,0,1,0,0,0,0,0,0,0,1
55,2,0,0,0,11,4,178.0,1,0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,1,0,0,1,0,0,0,0
58,0,1,0,1,6,1,149.0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,1,0,0,0,0,1,0,0
48,2,1,0,0,7,2,360.0,4,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
47,1,0,0,1,6,1,90.0,2,0,1.4,94.465,-41.8,4.96,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
40,0,0,0,1,5,3,158.0,3,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,0,0,0,0,1,0,0,0
45,0,1,1,1,5,3,369.0,1,0,1.1,93.994,-36.4,4.858,5191.0,0,1,0,0,0,0,0,0,0,0,0,1
31,1,1,0,0,7,4,34.0,5,0,1.4,93.918,-42.7,4.968,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
30,0,1,0,0,11,5,225.0,2,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,0,0,0,1,0,0,0,0
56,2,1,0,1,5,2,196.0,3,0,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,1,0,0,0
37,0,0,0,1,6,1,88.0,1,0,1.4,94.465,-41.8,4.865,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
55,2,1,1,0,7,4,175.0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
38,0,0,0,0,3,4,119.0,1,0,-1.8,92.843,-50.0,1.757,5099.1,0,0,0,0,0,0,1,0,0,0,1,0
29,1,0,1,0,8,1,119.0,6,0,1.4,93.444,-36.1,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
53,2,1,0,1,6,5,16.0,28,0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,0,1,0,0,0,0,1
46,0,1,0,0,11,3,416.0,2,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0,0,0,0,0,1,0,0
29,0,1,1,0,5,1,34.0,1,1,-1.8,92.893,-46.2,1.299,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
27,1,0,0,0,5,2,64.0,1,0,-1.8,92.893,-46.2,1.344,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
30,1,1,0,0,11,4,478.0,1,0,-0.1,93.2,-42.0,4.076,5195.8,1,1,0,0,0,0,0,0,0,0,0,1
27,0,1,0,1,5,4,310.0,3,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
23,1,1,0,0,7,3,72.0,1,0,1.4,93.918,-42.7,4.957,5228.1,1,0,1,0,0,0,0,0,1,0,0,0
54,0,1,0,0,4,1,204.0,5,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,0,0,0,0,0,1,0,0
45,0,0,0,0,11,2,72.0,2,0,-0.1,93.2,-42.0,4.153,5195.8,0,0,0,1,0,0,0,0,0,0,0,1
59,2,1,1,0,8,3,526.0,1,0,-2.9,92.201,-31.4,0.884,5076.2,0,0,0,0,1,0,0,0,0,0,0,1
31,1,1,0,0,5,5,165.0,3,1,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,0,0,0,0,0,0,0,0,1
42,0,0,0,0,11,2,283.0,2,0,-0.1,93.2,-42.0,4.153,5195.8,0,0,0,0,1,0,0,0,0,0,0,1
30,0,0,0,0,7,3,84.0,2,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,1,0,0,0,0,0,0,0,1
34,1,1,0,0,7,2,38.0,2,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,1,0,0,1,0,0,0,0
38,1,1,0,0,8,5,87.0,1,0,1.4,93.444,-36.1,4.966,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
31,0,1,0,0,4,4,399.0,1,0,-1.8,93.075,-47.1,1.41,5099.1,0,1,0,0,0,0,0,0,1,0,0,0
42,0,0,0,1,7,4,130.0,1,0,1.4,93.918,-42.7,4.966,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
30,1,1,0,0,4,1,7.0,6,1,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,1,0,0,0,1,0,0,0
33,1,0,0,1,11,4,36.0,3,0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,0,0,0,1
36,0,1,0,0,5,3,210.0,1,1,-1.8,92.893,-46.2,1.281,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
24,1,0,0,0,6,2,292.0,1,1,-1.7,94.055,-39.8,0.737,4991.6,0,0,0,0,1,0,0,0,1,0,0,0
40,0,0,1,1,5,2,195.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,0,1,0,0,1,0,0
43,0,1,0,0,7,2,135.0,1,0,1.4,93.918,-42.7,4.961,5228.1,0,0,0,0,0,1,0,0,0,0,0,1
53,0,1,0,1,8,4,51.0,7,0,1.4,93.444,-36.1,4.962,5228.1,0,0,0,0,1,0,0,0,0,1,0,0
56,0,1,0,1,8,3,41.0,7,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,1,0,0,1,0,0,0,0
36,0,0,0,0,7,4,230.0,3,0,1.4,93.918,-42.7,4.958,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
26,0,1,0,0,3,1,154.0,1,0,-1.8,92.843,-50.0,1.811,5099.1,1,1,0,0,0,0,0,0,0,0,0,1
47,2,1,0,1,5,5,29.0,3,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,1,0,0,0,0,0,0,0,1
66,2,1,0,0,4,3,476.0,1,0,-1.8,93.749,-34.6,0.642,5008.7,1,0,0,0,1,0,0,0,0,1,0,0
27,0,1,0,0,5,4,102.0,1,1,-1.8,92.893,-46.2,1.266,5099.1,0,1,0,0,0,0,0,0,0,0,1,0
43,0,0,1,0,8,2,161.0,3,1,-2.9,92.201,-31.4,0.838,5076.2,0,1,0,0,0,0,0,0,0,0,0,1
46,0,0,0,1,6,4,99.0,3,0,1.4,94.465,-41.8,4.866,5228.1,0,0,0,0,1,0,0,1,0,0,0,0
40,0,1,0,1,6,2,43.0,6,0,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
46,0,0,0,0,8,4,81.0,2,0,1.4,93.444,-36.1,4.962,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
29,1,0,0,0,7,4,54.0,29,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,1,0,1,0,0,0
35,2,0,0,0,4,4,301.0,1,0,-1.8,93.075,-47.1,1.365,5099.1,0,0,0,0,0,1,0,0,1,0,0,0
35,0,1,1,1,6,5,272.0,1,0,1.4,94.465,-41.8,4.967,5228.1,0,0,0,0,1,0,0,0,0,0,0,1
25,1,0,1,0,4,1,112.0,4,0,-1.8,93.075,-47.1,1.466,5099.1,0,0,0,0,0,0,1,0,0,0,1,0
61,0,1,1,0,8,5,374.0,1,0,-2.9,92.201,-31.4,0.849,5076.2,1,0,0,0,1,0,0,0,0,1,0,0
47,2,1,0,1,6,1,302.0,1,0,-1.7,94.055,-39.8,0.711,4991.6,1,1,0,0,0,0,0,0,1,0,0,0
67,0,0,0,0,8,2,460.0,2,0,-2.9,92.201,-31.4,0.859,5076.2,1,0,0,0,1,0,0,0,0,1,0,0
41,2,1,0,0,7,1,357.0,1,0,1.4,93.918,-42.7,4.96,5228.1,0,0,0,0,0,0,1,0,1,0,0,0
36,0,1,0,1,6,2,129.0,1,0,1.4,94.465,-41.8,4.864,5228.1,0,1,0,0,0,0,0,0,0,0,1,0
39,1,1,0,1,5,2,25.0,1,0,-1.8,92.893,-46.2,1.291,5099.1,0,0,0,0,0,0,1,0,0,0,1,0
28,0,0,0,1,5,3,98.0,2,0,1.1,93.994,-36.4,4.859,5191.0,0,0,0,0,0,1,0,0,0,1,0,0
38,0,1,0,1,8,4,35.0,4,0,1.4,93.444,-36.1,4.968,5228.1,0,0,0,1,0,0,0,0,0,0,0,1
39,0,1,0,0,7,3,166.0,4,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
25,0,1,0,1,6,3,121.0,2,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
44,0,1,0,0,7,2,75.0,4,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
26,1,0,0,0,5,1,417.0,3,1,-1.8,92.893,-46.2,1.354,5099.1,1,0,0,0,1,0,0,0,1,0,0,0
50,0,0,0,0,7,4,59.0,1,0,1.4,93.918,-42.7,4.958,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
42,0,0,0,0,7,1,24.0,12,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
56,0,0,1,1,5,5,73.0,1,0,1.1,93.994,-36.4,4.859,5191.0,0,0,0,0,0,0,1,0,0,0,1,0
24,1,1,0,0,7,4,259.0,1,0,1.4,93.918,-42.7,4.958,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
33,0,1,0,1,6,2,361.0,1,0,1.4,94.465,-41.8,4.864,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
25,1,1,0,0,5,1,59.0,2,0,-1.8,92.893,-46.2,1.244,5099.1,0,0,0,0,1,0,0,0,1,0,0,0
30,0,0,0,0,6,1,108.0,1,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,0,0,0,0,1,0,0,0,0,1
54,0,1,0,0,4,1,9.0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,1,0,0,0,1,0
32,0,1,0,1,6,3,308.0,7,0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
31,2,0,0,0,5,1,40.0,1,1,-1.8,92.893,-46.2,1.244,5099.1,0,0,0,0,0,0,1,0,1,0,0,0
40,2,1,0,0,8,4,262.0,2,1,-2.9,92.201,-31.4,0.851,5076.2,0,1,0,0,0,0,0,0,1,0,0,0
42,0,0,0,1,5,1,426.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,1,0,0,0,0,0,0,0,1
30,0,1,0,1,11,3,6.0,1,0,-0.1,93.2,-42.0,4.663,5195.8,0,0,0,0,0,0,1,0,0,0,1,0
51,0,0,0,1,5,5,204.0,4,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,1,0,0,0,0
31,1,1,0,0,8,3,94.0,1,0,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
43,0,1,0,1,12,1,116.0,2,1,-3.0,92.713,-33.0,0.709,5023.5,1,0,0,1,0,0,0,0,0,1,0,0
50,0,0,0,1,5,3,264.0,2,0,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,1,0,0,0
24,1,1,0,1,6,3,37.0,2,0,1.4,94.465,-41.8,4.962,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
33,2,1,0,0,11,1,76.0,2,0,-0.1,93.2,-42.0,4.191,5195.8,0,1,0,0,0,0,0,0,0,0,0,1
34,1,0,1,1,5,3,195.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,1,0,0,0
42,0,0,0,0,5,3,410.0,1,0,-1.8,92.893,-46.2,1.334,5099.1,0,0,0,0,0,1,0,0,1,0,0,0
49,0,1,0,1,5,5,299.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
41,2,1,0,1,7,2,351.0,11,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
39,0,0,0,1,5,2,243.0,2,0,1.1,93.994,-36.4,4.856,5191.0,0,0,0,0,0,1,0,0,1,0,0,0
28,2,1,0,1,5,3,225.0,2,0,1.1,93.994,-36.4,4.859,5191.0,0,0,0,0,0,1,0,0,1,0,0,0
56,0,0,1,1,7,3,154.0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,1,0,0,0,0,0,0,0,1
50,0,0,0,0,8,2,287.0,3,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,1,0,0,0,0,1,0,0
26,1,0,0,1,6,3,83.0,2,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
57,0,0,1,1,5,2,289.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,0,1,0,0,0,1,0
47,0,1,0,0,11,3,117.0,1,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,1,0,0,0,0,0,1,0,0
30,0,1,1,0,11,2,131.0,1,0,-0.1,93.2,-42.0,4.153,5195.8,1,0,0,0,1,0,0,0,1,0,0,0
30,1,1,1,0,8,2,433.0,2,0,1.4,93.444,-36.1,4.966,5228.1,0,0,0,0,0,0,1,0,0,0,0,1
53,0,0,0,0,11,3,291.0,2,0,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,1,0,0,0
29,1,0,0,0,7,1,314.0,7,0,1.4,93.918,-42.7,4.96,5228.1,0,0,0,0,1,0,0,0,0,1,0,0
32,1,1,0,0,7,5,141.0,1,0,1.4,93.918,-42.7,4.957,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
39,1,1,0,0,5,1,313.0,1,1,-1.8,92.893,-46.2,1.299,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
32,0,0,1,0,5,1,49.0,1,0,-1.8,92.893,-46.2,1.299,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
34,1,1,0,0,4,1,58.0,2,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,0,0,0,1
34,0,1,0,0,8,5,36.0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
55,0,1,0,1,6,4,147.0,1,0,1.4,94.465,-41.8,4.866,5228.1,0,0,0,0,1,0,0,0,0,0,1,0
33,1,0,0,0,7,4,142.0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,1,1,0,0,0,0
50,0,0,0,0,11,1,408.0,1,1,-0.1,93.2,-42.0,4.191,5195.8,0,0,0,0,1,0,0,0,0,0,0,1
40,1,0,1,1,6,1,270.0,1,0,1.4,94.465,-41.8,4.96,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
36,0,1,0,0,5,4,125.0,5,0,-1.8,92.893,-46.2,1.266,5099.1,0,0,1,0,0,0,0,0,0,1,0,0
24,1,1,0,0,7,5,545.0,2,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
41,0,0,0,0,7,2,99.0,6,0,1.4,93.918,-42.7,4.961,5228.1,0,0,0,0,0,1,0,0,0,1,0,0
44,0,1,0,1,6,3,43.0,1,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,0,0,0,0,0,0,1,0
59,2,1,0,0,5,3,193.0,1,0,-1.8,93.876,-40.0,0.682,5008.7,1,1,0,0,0,0,0,0,0,1,0,0
53,0,0,0,0,11,5,137.0,2,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,1,0,0,0,0,0,0,0,1
35,0,0,0,0,8,2,471.0,2,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,1,0,0,0,0,0,0,0,1
28,0,1,0,1,5,3,143.0,1,0,1.1,93.994,-36.4,4.859,5191.0,0,0,0,0,1,0,0,0,0,1,0,0
42,0,0,0,1,5,5,137.0,3,0,1.1,93.994,-36.4,4.855,5191.0,0,0,0,0,0,1,0,0,1,0,0,0
50,0,0,0,0,8,3,153.0,2,0,1.4,93.444,-36.1,4.964,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
36,0,0,1,0,7,1,216.0,5,0,1.4,93.918,-42.7,4.96,5228.1,0,0,0,0,1,0,0,0,0,0,1,0
21,1,0,0,0,5,4,24.0,1,1,-1.8,92.893,-46.2,1.266,5099.1,0,0,0,0,1,0,0,0,1,0,0,0
25,1,1,0,0,9,4,574.0,3,0,-1.1,94.199,-37.5,0.879,4963.6,1,0,0,0,1,0,0,0,1,0,0,0
60,0,1,1,1,9,4,225.0,1,0,-3.4,92.379,-29.8,0.809,5017.5,0,0,0,1,0,0,0,0,0,0,0,1
31,1,1,0,0,4,1,10.0,3,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,0,0,0,1
43,1,0,0,0,11,5,298.0,2,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,0,0,1,0,0,1,0,0,0
52,1,1,0,1,5,4,61.0,1,0,1.1,93.994,-36.4,4.86,5191.0,0,0,0,0,1,0,0,0,0,1,0,0
59,0,0,0,1,5,1,293.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
56,0,1,1,1,5,1,146.0,4,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,1,0,0,0,0,1,0,0
33,0,1,0,0,6,2,64.0,1,0,-2.9,92.963,-40.8,1.262,5076.2,1,1,0,0,0,0,0,0,0,0,0,1
36,0,0,0,1,6,2,159.0,6,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
31,1,0,0,1,7,3,296.0,2,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
58,0,0,0,0,8,4,144.0,1,0,-2.9,92.201,-31.4,0.883,5076.2,0,0,0,0,1,0,0,0,1,0,0,0
29,1,1,0,0,8,3,162.0,2,0,1.4,93.444,-36.1,4.964,5228.1,1,1,0,0,0,0,0,0,0,0,0,1
37,0,0,0,1,5,3,45.0,13,0,1.1,93.994,-36.4,4.858,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
39,0,0,0,1,6,1,200.0,2,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
37,1,0,0,1,5,3,139.0,1,0,1.1,93.994,-36.4,4.858,5191.0,0,0,0,0,0,1,0,0,1,0,0,0
41,0,0,0,1,6,2,148.0,2,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
47,0,0,1,1,6,5,37.0,3,0,1.4,94.465,-41.8,4.967,5228.1,0,0,0,0,1,0,0,0,0,1,0,0
50,2,0,0,0,7,1,250.0,5,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,1,0,0,0,0
30,1,1,1,1,5,4,331.0,4,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
38,1,1,0,1,6,5,111.0,5,0,1.4,94.465,-41.8,4.967,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
44,0,0,0,0,5,1,194.0,3,0,-1.8,92.893,-46.2,1.244,5099.1,0,0,0,0,1,0,0,1,0,0,0,0
50,0,1,0,1,5,1,93.0,4,0,1.1,93.994,-36.4,4.858,5191.0,0,0,0,1,0,0,0,0,0,0,0,1
26,1,0,0,1,6,2,161.0,3,0,1.4,94.465,-41.8,4.864,5228.1,1,0,0,0,0,0,1,0,0,0,0,1
53,0,0,0,0,7,5,69.0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
48,2,0,0,0,11,4,330.0,3,0,-0.1,93.2,-42.0,4.076,5195.8,0,1,0,0,0,0,0,0,1,0,0,0
46,0,1,1,0,7,1,194.0,3,0,1.4,93.918,-42.7,4.962,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
39,0,1,1,0,8,5,343.0,2,1,-2.9,92.201,-31.4,0.849,5076.2,1,1,0,0,0,0,0,0,0,0,0,1
57,0,0,1,1,5,1,327.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,0,0,0,1
55,0,1,0,1,5,3,497.0,2,0,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,1,0,0,0
36,1,0,0,0,8,2,288.0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
33,0,1,0,1,5,4,300.0,3,0,1.1,93.994,-36.4,4.855,5191.0,0,1,0,0,0,0,0,0,1,0,0,0
57,0,1,0,0,11,5,57.0,7,1,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,0,0,0,1,0,0,0,0
52,2,0,0,0,8,3,79.0,6,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
45,0,1,0,1,6,4,135.0,1,0,1.4,94.465,-41.8,4.866,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
40,0,1,0,0,4,5,277.0,2,1,-1.8,93.075,-47.1,1.479,5099.1,0,0,0,0,0,1,0,0,1,0,0,0
51,0,1,0,0,8,5,179.0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
48,1,0,0,0,8,5,173.0,2,0,-2.9,92.201,-31.4,0.881,5076.2,0,0,0,0,1,0,0,1,0,0,0,0
57,0,1,0,1,5,1,483.0,2,0,1.1,93.994,-36.4,4.858,5191.0,1,0,0,0,0,0,1,0,0,0,1,0
45,0,0,0,0,5,1,166.0,2,1,-1.8,92.893,-46.2,1.244,5099.1,0,0,0,0,0,1,0,0,1,0,0,0
32,0,1,1,1,7,1,17.0,1,0,-1.7,94.215,-40.3,0.793,4991.6,0,0,0,0,0,0,1,0,0,0,0,1
26,0,1,0,0,5,4,240.0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
31,1,1,0,1,6,3,119.0,1,0,-1.7,94.055,-39.8,0.767,4991.6,0,0,0,0,0,0,1,0,0,0,0,1
68,0,0,0,0,8,1,110.0,1,2,-2.9,92.201,-31.4,0.861,5076.2,0,0,0,0,1,0,0,0,0,1,0,0
37,0,1,1,0,8,1,70.0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,1,0
40,0,1,0,0,11,3,77.0,1,0,-0.1,93.2,-42.0,4.12,5195.8,1,0,1,0,0,0,0,0,0,1,0,0
46,2,1,0,0,7,3,129.0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
30,0,0,0,1,5,2,148.0,3,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,1,0,0,1,0,0,0,0
45,0,1,0,0,4,2,379.0,3,1,-1.8,93.749,-34.6,0.642,5008.7,1,0,0,1,0,0,0,0,0,1,0,0
45,0,1,0,0,4,5,33.0,2,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,1,0,0,0
46,0,1,0,1,5,5,185.0,4,0,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,1,0,0,0
45,0,0,0,0,9,3,293.0,2,2,-1.1,94.199,-37.5,0.886,4963.6,1,0,0,1,0,0,0,0,0,0,0,1
55,0,1,1,0,8,1,213.0,3,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
